Reference, Value, Footprint, Datasheet, Price, Package, MF, Availability, Description
"J1","CONN_01X04","Pin_Headers:Pin_Header_Angled_1x04_Pitch2.54mm",""
"U1","SI7020-A20-YM0R","SI7020-A20-YM0R:SON100P300X300X80-7N","SI7020-A20-YM0R","3.20 USD","DFN-6 Silicon Labs","Silicon Labs","Unavailable","Digital Temperature/Humidity Sensor 6-Pin DFN T/R"
